make,model,trim,mileage,price,year,month
Ford,Mustang,EcoBoost Premium,34882,22800,2018,july
Nissan,Murano,SV,23522,20900,2018,july
Ford,Mustang,EcoBoost,23198,23600,2018,july
Mercedes-Ben...,E-Class,E 350,39044,24600,2016,july
Hyundai,Elantra,SE,31137,13500,2017,july
Audi,A7,Premium Plus,38702,37800,2016,july
Chevrolet,Traverse,LS,36547,19600,2016,july
Cadillac,CTS,2.0 Premium Collection,31108,26800,2016,july
Volvo,XC60,T5 Momentum,27175,34100,2018,july
Toyota,RAV4,LE,46761,18000,2016,july
Jeep,Grand Cherokee,Overland,32248,27700,2015,july
Nissan,Altima,2.5 S,18084,15700,2016,july
Chevrolet,Cruze,LT,19465,15000,2017,july
Dodge,Charger,SXT,9846,24600,2018,july
Dodge,Grand Caravan Pas...,SE,35760,17400,2018,july
Toyota,Highlander,XLE,22058,30700,2016,july
Cadillac,XTS,Luxury,26155,22000,2017,july
Cadillac,XTS,Luxury,26464,22000,2017,july
Hyundai,Santa Fe Sport,Santa Fe Sport,63033,16100,2017,july
Honda,Accord Hybrid,EX-L,23429,24900,2017,july
Nissan,Pathfinder,SV,67368,19100,2017,july
GMC,Terrain,SLT-1,42655,17600,2015,july
Chevrolet,Volt,Volt,30873,15200,2015,july
Dodge,Journey,SE,6387,18800,2018,july
Audi,S5,Premium Plus,18610,35400,2016,july
Honda,Civic,Si,16947,22300,2017,july
Mercedes-Ben...,E-Class,E 350,44412,23600,2015,july
Ford,Edge,SEL,41847,20100,2016,july
Lexus,IS,IS 250,66074,19800,2014,july
Chevrolet,Impala,LT,35579,18000,2018,july
Ford,Escape,SE,28358,17200,2017,july
Hyundai,Elantra,SE,30270,15400,2017,july
Ram,2500 Crew Cab,Tradesman 6 1/3 ft,92,44700,2018,july
Hyundai,Tucson,SEL,19905,17900,2018,july
Audi,A6,2.0T Premium Plus,35049,30900,2017,july
Ford,Explorer,Limited,30524,32400,2018,july
Land Rover,Range Rover Sport,SE,25471,50200,2017,july
Jeep,Cherokee,Limited,35234,21700,2017,july
Lexus,CT,CT 200h,43495,19900,2016,july
Chevrolet,Impala,LT,75204,14600,2014,july
Ford,Explorer,Limited,41171,27400,2018,july
Jeep,Wrangler Unlimite...,Sport (JK),17928,29700,2018,july
Cadillac,CT6,3.6 Platinum,19287,52400,2018,july
Dodge,Grand Caravan Pas...,R/T,60070,16500,2016,july
Honda,Pilot,Elite,68523,28900,2016,july
GMC,Sierra 1500 Crew ...,SLE 5 3/4 ft,12041,35400,2018,july
Hyundai,Veloster,Veloster,50261,13400,2016,july
Nissan,Maxima,SV,30473,19800,2017,july
Ford,Mustang,EcoBoost,9975,24900,2018,july
Chevrolet,Traverse,LS,44056,18800,2016,july
Hyundai,Elantra,Limited,31526,15300,2017,july
Ram,2500 Crew Cab,Tradesman 6 1/3 ft,104,44700,2018,july
Nissan,Pathfinder,SV,43447,19900,2018,july
Toyota,Prius Plug-in Hyb...,Prius Plug-in Hybrid,57704,17700,2015,july
Subaru,Forester,2.5i Premium,40718,19600,2016,july
Volkswagen,Golf Alltrack,TSI S,17034,20100,2017,july
Ford,Escape,SE,29554,16500,2017,july
Subaru,Crosstrek,2.0i Premium,5678,24400,2018,july
Audi,Q5,2.0T Premium Plus,44532,28300,2017,july
Ford,Fusion,Titanium Hybrid,29749,18800,2018,july
Buick,Encore,Premium,20078,20200,2017,july
Toyota,RAV4,XLE,39442,18100,2016,july
Chevrolet,Cruze,LT,16255,14600,2017,july
Toyota,Camry,LE,32602,18000,2018,july
Toyota,Camry,LE,6696,22200,2018,july
Chevrolet,Cruze,LT,11010,15500,2017,july
Audi,Q5,2.0T Premium,44277,24400,2016,july
Chevrolet,Camaro,SS,10381,38400,2017,july
Ram,2500 Crew Cab,Tradesman 6 1/3 ft,84,44700,2018,july
Subaru,Outback,2.5i Limited,7998,29100,2017,july
Nissan,Altima,2.5 SV,30000,14900,2016,july
Hyundai,Elantra,Limited,23590,15700,2017,july
Kia,Stinger,GT2,8243,41300,2018,july
Lexus,IS,IS 200t,31319,22600,2016,july
Chevrolet,Impala,LT,33661,18000,2018,july
Land Rover,Range Rover Sport,HSE,11306,54000,2017,july
Kia,Sorento,LX,18746,18100,2017,july
Hyundai,Accent,SE,40151,12100,2017,july
Ford,Mustang,EcoBoost,29774,22600,2018,july
GMC,Acadia,Denali,74020,21600,2014,july
Genesis,G80,3.3T Sport,12830,42300,2018,july
Dodge,Journey,SXT,13584,18200,2018,july
Ford,Mustang,EcoBoost,30342,21200,2018,july
Toyota,Sienna,Limited,39742,25200,2015,july
Audi,A4,Premium Plus,24749,29800,2018,july
Audi,A4,Premium Plus,20698,29800,2018,july
Chevrolet,Camaro,ZL1,7223,58900,2018,july
Audi,A4,Premium Plus,23697,30700,2018,july
Nissan,Pathfinder,SV,43473,19700,2017,july
Jeep,Grand Cherokee,Limited,54915,23900,2016,july
Volkswagen,Golf GTI,SE Hatchback,20070,22500,2017,july
Chevrolet,Impala,LT,40608,18600,2018,july
Lexus,ES,ES 350,36771,23500,2016,july
Chrysler,Pacifica,Touring L,37299,23300,2018,july
Chevrolet,Impala,LTZ,79145,16600,2015,july
Honda,Accord,EX-L,11425,22900,2017,july
BMW,3 Series,328d xDrive,37290,21900,2015,july
BMW,5 Series,535i xDrive,35007,29200,2016,july
Volkswagen,CC,2.0T Sport,14084,19600,2017,july
Chevrolet,Spark EV,2LT,42416,10500,2015,july
Nissan,LEAF,SV,58191,11200,2015,july
Hyundai,Elantra,SE,14358,14300,2017,july
Chevrolet,Sonic,LT,11430,14100,2017,july
Nissan,Pathfinder,SV,23574,20900,2016,july
Chevrolet,Camaro,LT,403,24600,2018,july
Ram,2500 Crew Cab,SLT 6 1/3 ft,11238,36200,2018,july
Honda,Civic,EX,11187,22900,2018,july
Ford,Escape,SE,59918,12700,2013,july
Audi,Q5,2.0T Premium,35733,25600,2017,july
Volvo,V60,T5 Premier,36547,32900,2017,july
Chevrolet,Impala,LT,39923,18100,2018,july
Chevrolet,Impala,LT,34885,18000,2018,july
Chevrolet,Impala,LT,34996,18600,2018,july
Jeep,Compass,Latitude,3257,21700,2018,july
Chevrolet,Camaro,LT,10489,24500,2017,july
Land Rover,Discovery Sport,HSE LUX,21541,31200,2016,july
Honda,Accord,EX-L,5257,27200,2018,july
Ford,Mustang,GT,14013,31200,2016,july
Nissan,Rogue,S,31465,15500,2016,july
Hyundai,Tucson,SEL,20422,17900,2018,july
Honda,Pilot,EX-L,5081,38500,2018,july
Genesis,G80,3.8,13069,29300,2017,july
Jeep,Grand Cherokee,Laredo,58776,20700,2016,july
Mercedes-Ben...,CLA,CLA 250,29769,21900,2016,july
Jeep,Compass,Latitude,38027,16000,2016,july
Toyota,Highlander,LE,37995,26400,2016,july
Honda,Pilot,Touring,4080,40800,2018,july
Honda,Fit,LX,3264,17600,2018,july
BMW,5 Series,530i xDrive,15509,44300,2018,july
Dodge,Grand Caravan Pas...,GT,40017,18500,2018,july
MINI,Hardtop 4 Door,Cooper S,35136,18700,2016,july
Jaguar,XJ,XJ R-Sport,14657,37100,2016,july
Cadillac,XT5,Luxury,22366,33000,2018,july
Chrysler,300,300C,35708,20200,2016,july
Mercedes-Ben...,GLA,GLA 250 4MATIC,25545,24100,2016,july
Nissan,Sentra,SV,25159,13400,2016,july
Chevrolet,Cruze,LS,3558,15600,2018,july
INFINITI,Q50,3.7 Premium,39140,20000,2015,july
Buick,Enclave,Premium,29459,30900,2017,july
Lexus,IS,IS 200t,29983,22500,2016,july
Dodge,Grand Caravan Pas...,GT,40864,17900,2018,july
GMC,Acadia,SLE-2,50812,24600,2017,july
Ford,Expedition,Limited,23663,49600,2018,july
Buick,Encore,Sport Touring,8117,18500,2017,july
Toyota,Prius,Two,24403,19500,2016,july
Audi,A4,Premium Plus,20958,31600,2018,july
Ford,Explorer,XLT,11301,28500,2018,july
Ram,2500 Crew Cab,Tradesman 6 1/3 ft,495,44500,2018,july
Volvo,XC70,T5 Premier,42562,27400,2016,july
Dodge,Journey,GT,19012,19700,2017,july
Nissan,Murano,SL,29040,22900,2016,july
Toyota,Sienna,XLE,39195,26900,2018,july
Audi,A4,Premium Plus,20938,29000,2018,july
Chevrolet,Malibu,LS,15885,16800,2018,july
Volkswagen,Golf,TSI S Hatchback,19412,15100,2016,july
Chevrolet,Colorado Crew Cab,ZR2 5 ft,4022,39800,2018,july
Chevrolet,Silverado 1500 Do...,LTZ 6 1/2 ft,24052,30800,2016,july
Ford,Focus,Electric,8271,23100,2018,july
Volkswagen,Tiguan Limited,2.0T 4Motion,12732,18500,2017,july
Toyota,Prius,Two,75159,17400,2016,july
Chevrolet,Malibu,LS,11978,17000,2018,july
Nissan,Sentra,SR,26320,13900,2016,july
Volkswagen,Golf,TDI,28744,14200,2011,july
Kia,Optima,LX,38726,14200,2016,july
Audi,A4,Premium Plus,22778,31600,2018,july
Chevrolet,Malibu Limited,LT,47311,14100,2016,july
Cadillac,CT6,3.6 Luxury,20458,45200,2018,july
Nissan,Altima,2.5 S,21800,14700,2016,july
Nissan,Versa Note,S,848,14800,2018,july
Hyundai,Santa Fe Sport,Santa Fe Sport,43523,15500,2014,july
Mercedes-Ben...,E-Class,E 300 4MATIC,27831,35600,2017,july
Mazda,MX-5 Miata,Club,13878,22600,2016,july
INFINITI,Q50,3.7 Premium,33650,20100,2015,july
Honda,Civic,LX,12909,17900,2018,july
Chrysler,200,200C,41124,14800,2015,july
Nissan,Pathfinder,SV,17613,23700,2018,july
Nissan,Sentra,SR,25822,13100,2015,july
Honda,Accord,LX,12592,21100,2018,july
Toyota,Camry,SE,30507,16800,2016,july
Toyota,Sienna,XLE,37841,27400,2018,july
Ford,Mustang,GT Premium,30091,29100,2018,july
Acura,MDX,MDX,40042,25300,2016,july
Hyundai,Accent,SE,19409,13700,2018,july
Ford,Mustang,EcoBoost,32415,20500,2018,july
Mercedes-Ben...,E-Class,E 300 4MATIC,32116,35500,2017,july
Chevrolet,Equinox,LT,28620,17400,2016,july
Jeep,Wrangler Unlimite...,All New Sport,7329,34600,2018,july
Toyota,Sienna,XLE,38786,28500,2018,july
Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,15383,35100,2018,july
Buick,Encore,Encore,12008,16300,2016,july
Genesis,G80,3.8,24436,31000,2018,july
Nissan,Altima,2.5 SL,41460,16000,2017,july
Ford,Flex,Limited,27629,25100,2018,july
Chevrolet,Impala,LT,27255,18100,2016,july
Subaru,Crosstrek,2.0i Limited,8388,29300,2018,july
Audi,A4,Premium,40850,18000,2015,july
Jeep,Compass,Latitude,7665,20800,2018,july
Subaru,Outback,2.5i Premium,67523,18500,2017,july
Chevrolet,Sonic,LT,3373,15100,2018,july
Honda,Accord,EX-L,4993,26100,2018,july
Ford,Expedition,Limited,41563,47900,2018,july
Subaru,Outback,2.5i,27800,24900,2017,july
Honda,Accord,Sport,23596,19500,2017,july
INFINITI,QX60,3.5,46058,24700,2016,july
Toyota,Highlander,LE,21789,28100,2018,july
Audi,A5,2.0T Premium Plus,56331,20700,2013,july
Jeep,Cherokee,Limited,72327,17500,2015,july
Hyundai,Sonata,Sport,26325,15800,2016,july
Mitsubishi,Outlander,SE,20388,18800,2018,july
Volkswagen,Golf GTI,Sport Hatchback,8566,25000,2017,july
Dodge,Grand Caravan Pas...,GT,38053,18200,2018,july
BMW,5 Series,528i,17050,26200,2016,july
Subaru,Outback,2.5i Premium,30274,22000,2016,july
Lincoln,MKZ,MKZ,42623,18400,2016,july
Volkswagen,Jetta,1.8T SEL,43117,14800,2016,july
Mercedes-Ben...,E-Class,E 350,32361,23900,2015,july
Honda,Accord,EX-L,65799,15900,2014,july
Kia,Optima,LX,28286,15400,2018,july
Honda,Civic,LX,22780,17200,2018,july
Hyundai,Tucson,SE,21183,15900,2016,july
Buick,Regal,Premium II,21428,17600,2015,july
Jeep,Compass,Sport,12074,16400,2016,july
Lexus,RX,RX 350,21887,32000,2016,july
Ford,F150 SuperCrew Ca...,XL 6 1/2 ft,17616,37100,2017,july
Hyundai,Tucson,SEL,20606,18700,2018,july
Subaru,Outback,2.5i Premium,33009,21500,2016,july
Mazda,CX-5,Grand Touring,11987,26500,2017,july
Audi,A4,Premium Plus,20579,31200,2018,july
Hyundai,Accent,SE,33864,12400,2017,july
Ford,Escape,S,21141,16300,2018,july
Nissan,Sentra,SR,15580,14600,2017,july
Jeep,Cherokee,Limited,78066,15800,2015,july
Kia,Soul,Soul,15204,14900,2018,july
Audi,A4,Premium,21176,24500,2017,july
Subaru,Outback,2.5i Premium,40068,19800,2016,july
Nissan,Altima,2.5 SL,26519,17500,2018,july
Hyundai,Elantra GT,Elantra GT,18442,15200,2018,july
Ford,Focus,SE,9416,15300,2018,july
Chevrolet,Camaro,SS,32201,31700,2016,july
Kia,Optima,LX,35233,15000,2018,july
Lexus,RX,RX 350,39497,33200,2016,july
Kia,Soul,Soul,7652,19300,2018,july
Buick,Regal,Sport Touring,41464,15800,2017,july
Subaru,Outback,2.5i,34581,20000,2016,july
Toyota,Sienna,XLE,37011,29000,2018,july
BMW,4 Series,428i,7932,33100,2016,july
Chevrolet,Camaro,SS,33923,26600,2014,july
GMC,Sierra 1500 Crew ...,Denali 5 3/4 ft,21930,43000,2016,july
Kia,Optima,EX,48260,15500,2016,july
Jaguar,XE,XE 25t Premium,15104,29000,2018,july
Volkswagen,Jetta SportWagen,2.0L TDI Sport,12616,14800,2013,july
Jeep,Patriot,High Altitude Edition,32765,16500,2016,july
Jeep,Compass,Latitude,19840,18000,2017,july
Hyundai,Sonata Hybrid,Limited,15245,22800,2017,july
Jeep,Cherokee,Limited,47492,21100,2016,july
Dodge,Grand Caravan Pas...,GT,41914,19400,2018,july
Kia,Optima,LX,25340,15300,2017,july
Chrysler,Pacifica,Touring L,42048,24000,2018,july
Kia,Soul,Soul,13891,14600,2017,july
FIAT,124 Spider,Classica,17393,21500,2017,july
Nissan,Maxima,S,33993,19100,2017,july
Kia,Optima,LX,8862,15800,2016,july
BMW,5 Series,528i,28609,24300,2016,july
Hyundai,Santa Fe Sport,2.0T,29627,18800,2015,july
Volkswagen,Jetta,2.0L TDI Value Edition,55219,12500,2014,july
Jeep,Cherokee,Latitude,21745,18000,2016,july
Kia,Sedona,LX,60653,17300,2016,july
MINI,Hardtop 2 Door,Cooper,12289,18700,2018,july
Chrysler,200,200S,43575,13800,2015,july
Nissan,Pathfinder,SL,37471,22900,2016,july
Nissan,Pathfinder,Platinum,46509,27100,2017,july
INFINITI,QX70,3.7,29460,26800,2017,july
Toyota,Avalon,Touring,22309,25400,2018,july
Nissan,Rogue,SV,36159,16500,2016,july
Buick,LaCrosse,Essence,17430,22200,2017,july
INFINITI,JX,JX35,64842,20800,2013,july
Honda,Accord,Sport,18582,17500,2015,july
FIAT,500X,Pop,5779,16000,2017,july
Chevrolet,Suburban,Premier,39250,44800,2018,july
BMW,X5,xDrive35d,43965,35300,2016,july
Nissan,Sentra,SR,12097,14000,2015,july
Jeep,Renegade,Latitude,9862,18700,2018,july
Lexus,CT,CT 200h,51768,19500,2016,july
Nissan,Sentra,SV,6169,16000,2019,july
Kia,Cadenza,Cadenza,13615,18500,2016,july
Subaru,WRX,WRX STI,80055,24000,2016,july
Lexus,RX,RX 350,27458,31400,2016,july
GMC,Acadia,SLE-1,21626,22900,2017,july
Volkswagen,Golf,TDI Hatchback,29909,14400,2014,july
Chevrolet,Malibu,LS,30270,15900,2017,july
Hyundai,Santa Fe Sport,Santa Fe Sport,41134,15800,2016,july
Jeep,Cherokee,Sport,24110,17300,2017,july
Subaru,Outback,2.5i Limited,13527,29000,2018,july
Buick,Encore,Sport Touring,19442,16900,2017,july
Buick,Verano,Leather Group,29578,15700,2016,july
INFINITI,Q50,3.7 Premium,38954,21400,2015,july
Chevrolet,Camaro,LT,27998,24700,2018,july
Jeep,Compass,Sport,10549,19500,2018,july
Chevrolet,Bolt EV,Premier,14649,27600,2017,july
BMW,X5,xDrive35d,20442,45500,2018,july
Chevrolet,Silverado 1500 Cr...,LTZ 5 3/4 ft,34684,32100,2016,july
Subaru,Legacy,3.6R Limited,36960,19700,2016,july
Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,16817,34800,2018,july
Buick,Verano,Leather Group,48196,14900,2017,july
INFINITI,Q50,3.7 Premium,38497,20400,2015,july
Dodge,Grand Caravan Pas...,GT,44121,19200,2018,july
Hyundai,Elantra,Limited,42000,15400,2017,july
Jaguar,F-TYPE,S,12794,51900,2016,july
Lexus,RX,RX 350,43324,30900,2016,july
Dodge,Grand Caravan Pas...,GT,44583,17200,2017,july
Toyota,Tacoma Double Cab,5 ft,40785,27300,2015,july
Chevrolet,Spark EV,1LT,25052,10800,2016,july
Ford,Escape,S,4410,18800,2018,july
Mitsubishi,Outlander Sport,SEL,40956,16600,2018,july
Jeep,Patriot,Sport,22264,16200,2016,july
Honda,Accord,Sport,32317,18000,2017,july
BMW,2 Series,228i,23703,21800,2016,july
Nissan,Altima,2.5 SL,41229,16300,2016,july
Dodge,Challenger,SXT,17041,22600,2018,july
Chevrolet,Cruze,LT,11264,14800,2018,july
Cadillac,ATS,2.5L Standard,37578,17200,2015,july
Honda,CR-V,EX,45572,18700,2016,july
Audi,A8,L 3.0T,38214,37700,2016,july
Ford,Fiesta,SE,4383,13700,2018,july
Jeep,Renegade,Latitude,36870,17100,2017,july
Cadillac,Escalade ESV,Platinum,39613,46600,2015,july
Honda,Civic,EX,41961,16300,2016,july
Honda,Civic,Si,6839,23000,2017,july
Nissan,Sentra,SV,15752,14600,2018,july
Toyota,Corolla,LE,17298,15800,2018,july
Lexus,IS,IS 250,42802,23000,2015,july
Chevrolet,Volt,LT,41299,16700,2017,july
BMW,7 Series,750i,15612,53600,2017,july
Hyundai,Elantra,SE,28944,13900,2017,july
Audi,A8,L 3.0T,40416,35900,2016,july
INFINITI,QX60,3.5,66327,21900,2015,july
Nissan,Maxima,S,35084,18900,2017,july
Ford,Flex,SEL,40078,20500,2016,july
Audi,A4,Premium Plus,34412,27700,2017,july
Honda,Civic,LX,23553,16100,2017,july
Cadillac,CT6,3.6 Luxury,2045,47400,2018,july
Honda,Civic,LX,34181,16300,2018,july
Toyota,Camry,XLE,49504,14600,2012,july
Jeep,Cherokee,Latitude,30680,18100,2016,july
Ford,Fusion,SE,24325,15100,2017,july
Jeep,Cherokee,Latitude,44466,16100,2016,july
Kia,Optima,LX,18285,15300,2016,july
Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,19031,29700,2016,july
Audi,A6,TDI Premium Plus,32927,25200,2014,july
Honda,CR-V,EX,34698,18800,2015,july
INFINITI,Q50,3.0t LUXE,30439,24700,2018,july
Toyota,Sienna,SE,18918,29000,2017,july
Acura,RDX,RDX,59539,19200,2015,july
INFINITI,Q60,3.0t Premium,14804,32000,2017,july
Volkswagen,Tiguan,2.0T SE 4Motion,18434,18600,2016,july
BMW,4 Series,435i,43864,24700,2015,july
Hyundai,Accent,SE,38399,11700,2017,july
BMW,3 Series,320i,5870,31900,2018,july
Nissan,LEAF,SV,5161,23000,2018,july
Chevrolet,Spark EV,2LT,19434,12000,2016,july
Audi,Q5,Premium,13323,36300,2018,july
Toyota,Tundra CrewMax,SR5 5 1/2 ft,57480,27500,2014,july
Nissan,Pathfinder,SV,25079,22900,2018,july
Hyundai,Accent,SE,35895,11900,2017,july
Chevrolet,Malibu,LS,13251,16900,2018,july
Dodge,Journey,GT,19340,18700,2017,july
Ford,Taurus,Limited,35437,17000,2017,july
Ford,Mustang,EcoBoost,40134,19100,2016,july
Hyundai,Accent,SE,11127,14300,2018,july
Toyota,Corolla,LE,9993,14700,2016,july
Toyota,Camry,LE,55838,14200,2015,july
Volkswagen,Beetle,TDI,25740,17500,2014,july
Hyundai,Sonata,Limited,4333,26100,2018,july
Hyundai,Elantra,SE,15174,14900,2018,july
Nissan,Altima,2.5 S,41494,14600,2017,july
Ford,Edge,SE,40810,20700,2016,july
Mitsubishi,Outlander,ES,11444,18300,2018,july
Lincoln,MKC,MKC,40480,18300,2015,july
Toyota,Prius,Two Eco,34301,19500,2016,july
Toyota,Corolla,LE,12898,15700,2018,july
Nissan,Altima,2.5 SL,50889,15700,2016,july
Chevrolet,Impala,LT,35723,16700,2016,july
INFINITI,Q50,3.0t Premium,37739,21800,2017,july
Mitsubishi,Outlander Sport,ES,19802,16000,2016,july
Chevrolet,Camaro,SS,5307,38300,2017,july
Ford,Mustang,EcoBoost Premium,43406,20500,2018,july
Ford,Expedition,XLT,2162,45600,2018,july
Ford,Mustang,EcoBoost,34902,21100,2018,july
Ford,Mustang,EcoBoost,34326,20700,2018,july
Ford,Fusion,Titanium,36982,17600,2017,july
GMC,Terrain,SLE-1,22207,18100,2017,july
INFINITI,Q70,3.7 Luxe,26827,25800,2018,july
Mazda,CX-5,Touring,34355,18500,2016,july
Volkswagen,Touareg,V6 Sport,57453,20900,2015,july
Honda,Accord,LX,15672,20700,2018,july
Honda,CR-V,Touring,5836,29800,2018,july
Jeep,Renegade,Latitude,17302,16900,2018,july
Audi,A4,Premium Plus,62376,17800,2014,july
Honda,Accord,EX-L,13736,25400,2018,july
Honda,Civic,LX,14256,19700,2018,july
BMW,Z4,sDrive35i,19843,38000,2016,july
Jaguar,XF,XF 3.5t Prestige,45996,26200,2016,july
INFINITI,Q50,3.7,31789,19500,2015,july
Buick,Regal,Sport Touring,23958,17000,2017,july
Chevrolet,Equinox,Premier,20954,24300,2018,july
Nissan,Altima,2.5 SR,21124,17500,2018,july
Mitsubishi,Outlander,LE,12334,20200,2018,july
Kia,Sorento,LX,22522,21700,2019,july
Hyundai,Accent,SE,30012,11900,2017,july
Audi,A6,2.0T Premium Plus,24413,25200,2016,july
Jeep,Cherokee,Limited,31310,19300,2016,july
Honda,CR-V,LX,47817,17800,2016,july
Honda,CR-V,EX,29708,19300,2016,july
Dodge,Grand Caravan Pas...,SE,21294,17300,2017,july
Jeep,Renegade,Latitude,4452,20700,2018,july
Audi,A4,Premium Plus,21084,30700,2018,july
Chevrolet,Volt,Premier,14252,23600,2017,july
BMW,Z4,sDrive35is,33829,36100,2016,july
Jeep,Grand Cherokee,Limited,32832,26900,2016,july
Acura,RDX,RDX,60873,25500,2017,july
Toyota,Highlander,XLE,31675,30300,2016,july
Nissan,Pathfinder,SL,33157,24100,2016,july
Honda,HR-V,EX,11432,20700,2016,july
INFINITI,Q50,3.7 Premium,32976,19700,2015,july
Jeep,Grand Cherokee,Overland,38234,30100,2016,july
Nissan,Maxima,SV,38343,21300,2018,july
Ford,Fusion,SE Hybrid,35405,15600,2018,july
Chevrolet,Silverado 1500 Cr...,Custom 5 3/4 ft,16563,32500,2018,july
Ford,Expedition,Limited,33936,44800,2018,july
Ford,Mustang,V6,41925,19000,2017,july
Nissan,Pathfinder,SV,42750,19400,2018,july
Lexus,NX,200t,28043,26700,2016,july
Dodge,Durango,GT,39222,25800,2018,july
Honda,Fit,LX,32581,15100,2018,july
Lexus,RX,RX 350,16467,39800,2017,july
Mercedes-Ben...,GL-Class,GL 450 4MATIC,34796,39000,2016,july
Dodge,Durango,GT,35255,28200,2018,july
Nissan,Maxima,S,26688,19600,2016,july
Toyota,Highlander,LE,31110,27000,2016,july
Nissan,Altima,2.5 SL,37779,15900,2018,july
Toyota,Corolla,LE,15598,15400,2018,july
Nissan,Maxima,SV,38931,19500,2018,july
Ford,Focus,SE,80834,9800,2015,july
Kia,Forte,LX,15137,14800,2018,july
BMW,3 Series,328d xDrive,25027,26400,2016,july
Nissan,Versa,SV,35339,12100,2018,july
Honda,CR-V,LX,43734,16400,2014,july
Ford,Escape,SE,12254,18100,2017,july
Nissan,Altima,2.5 SL,44816,15600,2018,july
Cadillac,SRX,Luxury Collection,30999,24300,2016,july
Honda,Accord,Sport SE,25910,20500,2017,july
Hyundai,Elantra,SEL,26345,14600,2018,july
Dodge,Durango,SXT,66763,22400,2017,july
Ram,1500 Quad Cab,Express 6 1/3 ft,5459,29900,2018,july
Ford,Edge,SEL,41859,18500,2017,july
Land Rover,Discovery Sport,HSE,26202,28200,2016,july
Nissan,Altima,2.5 S,7550,15000,2015,july
Volkswagen,Jetta,1.4T S,5715,13700,2016,july
Nissan,Altima,2.5 SL,36550,16200,2018,july
Ford,Taurus,SEL,16245,18700,2017,july
Buick,Encore,Preferred,6574,20100,2018,july
Mitsubishi,Outlander,SEL,14264,18400,2017,july
Hyundai,Sonata,SE,1669,18300,2018,july
Audi,Q5,2.0T Premium,25280,25700,2016,july
Dodge,Grand Caravan Pas...,GT,38422,19100,2018,july
Chrysler,200,LX,27146,15600,2017,july
Acura,ILX,2.0L,69152,14100,2014,july
Lexus,GS,GS 200t,26513,34200,2017,july
BMW,3 Series,340i,22185,27800,2016,july
Nissan,Sentra,SV,30058,13300,2016,july
Buick,Regal Sportback,Preferred,11117,19400,2018,july
Nissan,Altima,2.5 SV,15850,16900,2016,july
BMW,7 Series,750i,44348,43600,2016,july
GMC,Terrain,SLE-1,35293,18500,2016,july
Toyota,4Runner,SR5,7823,33700,2016,july
Nissan,LEAF,SV,5376,23300,2018,july
Nissan,Rogue,SV,35813,16100,2016,july
Buick,Encore,Preferred,23881,16200,2017,july
Kia,Optima,EX,16153,16000,2015,july
Lexus,IS,IS 250,35071,21400,2015,july
Ford,Taurus,SEL,13406,20300,2018,july
Volkswagen,Tiguan,2.0T S,4445,20800,2018,july
Audi,Q5,2.0T Premium,36031,23800,2016,july
Lincoln,MKZ,MKZ,31119,17700,2016,july
Chevrolet,Cruze,LT,8259,16300,2017,july
Chevrolet,Traverse,LS,18177,22100,2017,july
BMW,3 Series,328i xDrive,26670,22500,2016,july
Mercedes-Ben...,CLA,CLA 250,8543,27600,2018,july
Mazda,MAZDA6,Touring,21950,17500,2016,july
Chevrolet,Equinox,LT,45557,16500,2016,july
Acura,RDX,RDX,20105,27300,2017,july
Ford,Mustang,EcoBoost Premium,37875,20600,2018,july
Jeep,Wrangler,Unlimited Sport,35976,26200,2016,july
Chevrolet,Impala,LTZ,25330,19300,2015,july
INFINITI,QX70,3.7,40320,25300,2016,july
Nissan,370Z,370Z,12274,22400,2013,july
Toyota,Sienna,LE,48894,21000,2017,july
Honda,Accord,LX,25516,17600,2017,july
Nissan,Titan Crew Cab,SV 5 1/2 ft,39737,26900,2017,july
Ford,Mustang,EcoBoost,30960,21400,2018,july
Subaru,Outback,2.5i,45252,21600,2017,july
Ford,Mustang,EcoBoost,28628,21900,2018,july
Nissan,Maxima,SV,41873,19200,2017,july
Audi,A4,Premium,53922,22500,2017,july
