Make,Model,trim,Mileage,Price
2016 Toyota,4Runner,SR5,"7,823 miles","33,700"
2018 Nissan,LEAF,SV,"5,376 miles","23,300"
2016 Nissan,Rogue,SV,"35,813 miles","16,100"
2017 Buick,Encore,Preferred,"23,881 miles","16,200"
2015 Kia,Optima,EX,"16,153 miles","16,000"
2015 Lexus,IS,IS 250,"35,071 miles","21,400"
2018 Ford,Taurus,SEL,"13,406 miles","20,300"
2018 Volkswagen,Tiguan,2.0T S,"4,445 miles","20,800"
2016 Audi,Q5,2.0T Premium,"36,031 miles","23,800"
2016 Lincoln,MKZ,MKZ,"31,119 miles","17,700"
2017 Chevrolet,Cruze,LT,"8,259 miles","16,300"
2017 Chevrolet,Traverse,LS,"18,177 miles","22,100"
2016 BMW,3 Series,328i xDrive,"26,670 miles","22,500"
2018 Mercedes-Ben...,CLA,CLA 250,"8,543 miles","27,600"
2016 Mazda,MAZDA6,i Touring,"21,950 miles","17,500"
2016 Chevrolet,Equinox,LT,"45,557 miles","16,500"
2017 Acura,RDX,RDX,"20,105 miles","27,300"
2018 Ford,Mustang,EcoBoost Premium,"37,875 miles","20,600"
2016 Jeep,Wrangler,Unlimited Sport,"35,976 miles","26,200"
2015 Chevrolet,Impala,LTZ,"25,330 miles","19,300"
2016 INFINITI,QX70,3.7,"40,320 miles","25,300"
2013 Nissan,370Z,370Z,"12,274 miles","22,400"
2017 Toyota,Sienna,LE,"48,894 miles","21,000"
2017 Honda,Accord,LX,"25,516 miles","17,600"
2017 Nissan,Titan Crew Cab,SV 5 1/2 ft,"39,737 miles","26,900"
2018 Ford,Mustang,EcoBoost,"30,960 miles","21,400"
2017 Subaru,Outback,2.5i,"45,252 miles","21,600"
2018 Ford,Mustang,EcoBoost,"28,628 miles","21,900"
2017 Nissan,Maxima,SV,"41,873 miles","19,200"
2017 Audi,A4,Premium,"53,922 miles","22,500"
2017 Dodge,Grand Caravan Pas...,GT,"39,672 miles","19,200"
2017 Dodge,Grand Caravan Pas...,GT,"42,780 miles","17,100"
2013 Kia,Optima,Limited-SXL,"43,126 miles","16,500"
2016 Honda,CR-V,LX,"23,800 miles","18,000"
2013 BMW,3 Series,335i,"72,992 miles","20,200"
2017 Audi,A4,Premium,"19,694 miles","25,200"
2016 Kia,Forte Koup,EX,"31,079 miles","13,800"
2017 Chevrolet,Camaro,SS,"12,668 miles","29,400"
2013 BMW,3 Series,328i,"39,221 miles","17,000"
2018 Mazda,CX-9,Grand Touring,"1,097 miles","35,800"
2017 Dodge,Grand Caravan Pas...,GT,"42,299 miles","17,500"
2018 Ford,Focus,SE,"4,375 miles","15,100"
2016 Hyundai,Sonata,Sonata,"19,923 miles","14,700"
2016 Nissan,Rogue,S,"30,147 miles","16,500"
2016 Toyota,Camry,SE,"23,172 miles","16,100"
2016 Honda,CR-V,LX,"33,578 miles","17,500"
2017 Kia,Sorento,L,"32,519 miles","16,700"
2016 Toyota,RAV4,SE,"24,090 miles","22,500"
2018 Acura,RDX,RDX,"11,495 miles","30,100"
2016 Lexus,RX,RX 350,"63,996 miles","31,900"
2018 Ford,Focus,Titanium,"19,308 miles","15,500"
2015 Jeep,Cherokee,Limited,"29,160 miles","19,300"
2015 INFINITI,Q50,S 3.7,"31,234 miles","22,900"
2016 Audi,Q5,2.0T Premium Plus,"32,410 miles","26,700"
2018 Nissan,Maxima,SV,"39,496 miles","20,700"
2013 Nissan,370Z,370Z,"35,666 miles","27,500"
2015 Nissan,LEAF,SL,"37,939 miles","13,500"
2018 Dodge,Grand Caravan Pas...,SE,"39,731 miles","16,200"
2017 Toyota,Corolla,LE,"2,160 miles","16,700"
2014 Honda,Pilot,EX-L,"59,471 miles","21,900"
2015 INFINITI,Q60,Journey,"48,177 miles","21,700"
2018 BMW,M3,M3,"18,353 miles","58,500"
2016 Mazda,CX-5,Grand Touring,"16,615 miles","24,000"
2016 Scion,iM,iM,"38,974 miles","13,500"
2018 BMW,3 Series,320i,"14,767 miles","26,600"
2016 Ford,Edge,SEL,"38,807 miles","20,200"
2017 Honda,Civic,Si,"13,146 miles","22,600"
2015 Ford,C-MAX Hybrid,SEL,"11,422 miles","15,600"
2018 Chevrolet,Camaro,SS,"10,692 miles","36,500"
2017 Mercedes-Ben...,E-Class,E 300 4MATIC,"21,112 miles","39,700"
2015 Ford,Edge,SEL,"21,226 miles","20,000"
2017 Volkswagen,Tiguan Limited,2.0T 4Motion,"4,037 miles","19,300"
2016 Nissan,LEAF,S-24,"28,095 miles","12,400"
2016 Chevrolet,Impala,LT,"18,182 miles","17,900"
2018 Honda,Civic,LX,"4,988 miles","18,600"
2017 Honda,Civic,Si,"11,955 miles","22,700"
2018 Nissan,Maxima,SV,"40,864 miles","20,300"
2018 Hyundai,Accent,SE,"15,653 miles","13,900"
2017 GMC,Terrain,Denali,"21,637 miles","25,000"
2018 Hyundai,Accent,SE,"12,958 miles","14,100"
2017 Hyundai,Sonata,Sport,"23,611 miles","16,500"
2016 Nissan,Murano,Platinum,"29,719 miles","26,300"
2017 Honda,CR-V,EX,"30,728 miles","22,800"
2016 BMW,3 Series,328d xDrive,"32,529 miles","26,900"
2017 Chevrolet,Camaro,SS,"7,156 miles","34,300"
2016 Kia,Sorento,LX,"23,578 miles","19,500"
2018 Ford,Explorer,Sport,"44,909 miles","30,600"
2016 Jeep,Patriot,High Altitude Edition,"17,602 miles","17,400"
2016 Acura,MDX,SH-AWD,"36,578 miles","31,600"
2017 Hyundai,Sonata,Sport,"8,164 miles","17,600"
2017 Chevrolet,Impala,LT,"35,540 miles","17,100"
2017 Mercedes-Ben...,CLA,CLA 250,"43,040 miles","22,400"
2017 Buick,Enclave,Convenience,"30,584 miles","25,300"
2018 Mercedes-Ben...,GLA,GLA 250,"24,886 miles","28,200"
2016 Lincoln,MKZ,MKZ,"32,316 miles","20,700"
2016 Buick,LaCrosse,Premium II,"25,057 miles","22,300"
2016 Volkswagen,Tiguan,2.0T S,"9,510 miles","17,000"
2017 Honda,Accord,EX-L,"11,454 miles","25,100"
2016 Nissan,Pathfinder,SV,"24,710 miles","20,600"
2018 Ford,Focus,SE,"31,430 miles","13,400"
2015 Chevrolet,Traverse,LT,"61,945 miles","18,300"
2016 Volkswagen,Tiguan,2.0T S,"29,310 miles","15,300"
2017 Hyundai,Elantra,Limited,"20,409 miles","15,600"
2017 Nissan,Pathfinder,SV,"28,714 miles","20,000"
2017 Hyundai,Elantra,Limited,"16,517 miles","16,600"
2018 Ford,Focus,SE,"7,253 miles","14,400"
2015 Audi,Q5,2.0T Premium,"31,815 miles","22,400"
2015 Audi,Q5,2.0T Premium,"24,136 miles","22,300"
2017 GMC,Acadia,SLE-2,"36,334 miles","22,900"
2018 Chevrolet,Impala,LT,"30,627 miles","18,100"
2016 Kia,Sorento,EX,"41,450 miles","20,700"
2017 Chevrolet,Traverse,LT,"25,360 miles","21,200"
2018 Buick,Regal Sportback,Preferred ll,"9,755 miles","19,500"
2016 Jeep,Cherokee,Latitude,"29,446 miles","17,100"
2016 Audi,A6,2.0T Premium,"36,194 miles","24,600"
2017 Honda,CR-V,LX,"46,428 miles","18,500"
2018 Ford,Mustang,EcoBoost Premium,"31,803 miles","21,500"
2016 BMW,4 Series,435i xDrive,"45,876 miles","26,400"
2016 Ford,Fusion Energi,Plug-In Hybrid SE Luxury,"40,582 miles","15,700"
2017 Kia,Sportage,EX,"26,766 miles","18,400"
2016 Ford,Edge,SEL,"28,221 miles","21,100"
2016 Cadillac,ATS,2.5L Standard,"38,566 miles","17,800"
2016 Chevrolet,Malibu,LT,"34,690 miles","15,300"
2016 BMW,3 Series,340i xDrive,"30,590 miles","33,700"
2017 Kia,Sportage,EX,"27,077 miles","19,400"
2017 Volkswagen,Tiguan Limited,2.0T,"8,392 miles","17,100"
2018 Subaru,Outback,2.5i,"35,492 miles","22,700"
2018 Honda,Accord,Touring,"15,475 miles","28,500"
2018 Hyundai,Sonata,SE,"7,102 miles","16,900"
2016 BMW,7 Series,740i,"46,405 miles","37,800"
2015 Buick,Encore,Convenience,"28,953 miles","15,700"
2015 INFINITI,Q50,3.7 Premium,"46,202 miles","20,000"
2018 Kia,Rio,LX,"11,723 miles","13,900"
2018 Nissan,Altima,2.5 SL,"40,521 miles","16,200"
2018 Nissan,Maxima,SV,"40,132 miles","21,500"
2015 Dodge,Challenger,SXT Plus,"27,646 miles","24,300"
2018 Ford,Mustang,EcoBoost,"26,528 miles","21,800"
2018 Toyota,RAV4,XLE,"15,826 miles","22,800"
2017 Nissan,Sentra,S,"26,791 miles","13,700"
2018 Lincoln,MKC,Select,"14,434 miles","29,200"
2017 Chevrolet,Equinox,Premier,"20,956 miles","19,600"
2018 Ford,Fiesta,ST,"13,443 miles","17,800"
2017 Ford,Focus,Titanium,"7,921 miles","16,700"
2016 BMW,5 Series,528i,"11,978 miles","27,500"
2016 Nissan,Altima,2.5 SV,"32,975 miles","15,000"
2018 Mitsubishi,Outlander Sport,SEL,"30,622 miles","17,000"
2018 Kia,Sedona,LX,"17,800 miles","23,000"
2017 FIAT,500X,Pop,"32,925 miles","17,400"
2018 Chevrolet,Camaro,SS,685 miles,"38,000"
2018 Jeep,Wrangler,Rubicon Recon (JK),"28,525 miles","35,000"
2016 Lexus,IS,IS 200t,"28,382 miles","22,200"
2018 Ford,Mustang,EcoBoost Premium,"37,233 miles","21,200"
2018 Ford,Focus,SE,"11,317 miles","14,600"
2016 Subaru,Legacy,2.5i Premium,"27,266 miles","17,200"
2018 Kia,Soul,+,"35,890 miles","14,200"
2017 Subaru,Legacy,2.5i,"31,128 miles","17,300"
2018 Hyundai,Sonata,SE,"7,008 miles","19,300"
2016 Hyundai,Genesis,3.8,"27,805 miles","23,500"
2016 Buick,Encore,Encore,"22,668 miles","15,100"
2016 Acura,TLX,2.4,"32,352 miles","19,600"
2018 Ford,Focus,Titanium,"26,712 miles","14,900"
2016 Acura,RLX Sport Hybrid,SH-AWD,"29,060 miles","33,300"
2017 Audi,A6,2.0T Premium Plus,"28,056 miles","28,300"
2018 Dodge,Journey,GT,"14,890 miles","19,000"
2010 Mazda,MX-5 Miata,Touring,"66,950 miles","13,400"
2014 Chevrolet,Corvette,Stingray Z51,"12,434 miles","44,900"
2018 Kia,Forte,LX,"9,722 miles","14,500"
2016 Mazda,CX-5,Grand Touring,"15,664 miles","22,300"
2017 Dodge,Charger,SE,"30,884 miles","19,900"
2016 Nissan,Rogue,SV,"32,795 miles","16,200"
2014 Chevrolet,Impala,LT,"43,466 miles","15,900"
2018 Chrysler,300,300 Limited,"26,865 miles","20,400"
2017 Dodge,Grand Caravan Pas...,GT,"51,945 miles","17,800"
2017 Dodge,Grand Caravan Pas...,GT,"48,127 miles","18,200"
2017 Ford,Mustang,EcoBoost,"27,476 miles","20,300"
2018 Dodge,Journey,SXT,"12,071 miles","17,800"
2016 Mercedes-Ben...,CLA,CLA 250,"37,600 miles","21,500"
2018 Chevrolet,Camaro,LT,"10,127 miles","24,100"
2018 Hyundai,Elantra,SE,939 miles,"15,500"
2017 Dodge,Grand Caravan Pas...,GT,"47,280 miles","17,200"
2018 Dodge,Durango,GT,"31,117 miles","26,800"
2018 Honda,Civic,EX,"15,531 miles","19,300"
2016 Kia,Optima,LX,"10,767 miles","15,100"
2013 Toyota,4Runner,SR5,"78,003 miles","22,600"
2017 Chevrolet,Traverse,LS,"15,829 miles","21,500"
2016 BMW,3 Series,340i,"37,953 miles","25,300"
2018 Mazda,MAZDA3,Grand Touring,"10,157 miles","22,000"
2018 Chevrolet,Suburban,LT,"11,536 miles","42,800"
2018 Ford,Fiesta,SE,"7,629 miles","14,300"
2015 Toyota,RAV4,Limited,"41,684 miles","20,300"
2017 Jeep,Cherokee,Latitude,"33,020 miles","17,100"
2018 Dodge,Grand Caravan Pas...,GT,"42,773 miles","17,300"
2015 Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,"25,385 miles","29,600"
2016 Mazda,CX-5,Grand Touring,"50,542 miles","19,500"
2017 Toyota,Corolla,LE,"31,930 miles","14,500"
2015 Jeep,Grand Cherokee,Laredo,"48,044 miles","20,100"
2016 BMW,5 Series,528i xDrive,"39,404 miles","24,100"
2015 Chevrolet,Impala,LT,"40,563 miles","16,900"
2018 Honda,Accord,EX-L,"5,700 miles","26,500"
2017 Honda,Accord,Sport,"28,156 miles","18,900"
2018 Nissan,Altima,2.5 SL,"38,310 miles","16,100"
2017 Dodge,Grand Caravan Pas...,GT,"41,603 miles","17,700"
2018 Chevrolet,Camaro,LT,"19,463 miles","23,400"
2016 Chevrolet,Malibu,Premier,"18,171 miles","19,100"
2018 Ford,Focus,SE,"29,840 miles","13,700"
2017 Nissan,Sentra,S,"26,470 miles","13,200"
2017 Honda,CR-V,LX,"50,807 miles","22,000"
2018 Kia,Forte,LX,"21,709 miles","13,800"
2016 BMW,6 Series,650i xDrive Gran,"32,226 miles","45,700"
2017 Hyundai,Elantra,Limited,"25,227 miles","15,200"
2018 Nissan,Altima,2.5 SL,"39,409 miles","16,400"
2017 Dodge,Grand Caravan Pas...,SE,"19,021 miles","17,400"
2016 Audi,A4,Premium,"46,898 miles","19,800"
2018 Ford,Explorer,XLT,"12,052 miles","27,500"
2013 Toyota,Tundra Regular Ca...,6 1/2 ft,"52,237 miles","19,900"
2015 Ford,Flex,SEL,"29,170 miles","19,800"
2017 GMC,Terrain,SLE-2,"24,586 miles","18,500"
2018 Kia,Soul,+,"12,353 miles","16,200"
2018 Dodge,Grand Caravan Pas...,SXT,"28,524 miles","18,500"
2014 Honda,Civic,LX,"69,183 miles","12,200"
2017 Kia,Optima,EX,"8,490 miles","18,600"
2017 Hyundai,Elantra,SE Value Edition,"33,316 miles","14,600"
2016 Acura,TLX,3.5,"44,656 miles","19,400"
2015 Hyundai,Santa Fe Sport,2.0T,"6,845 miles","20,900"
2018 Kia,Forte,LX,"14,677 miles","14,200"
2018 Nissan,Frontier Crew Cab,SV 5 ft,"20,273 miles","23,400"
2018 Cadillac,CT6,3.6 Luxury,"10,078 miles","45,100"
2018 Toyota,Sienna,XLE,"39,816 miles","26,500"
2016 Honda,Accord,EX,"28,738 miles","18,800"
2016 Acura,TLX,3.5,"29,426 miles","21,700"
2017 Chevrolet,Malibu,LT,"28,374 miles","15,800"
2018 Honda,Civic,LX,"3,804 miles","19,700"
2018 Ford,Focus,SE,"20,326 miles","14,200"
2016 Mercedes-Ben...,GLE,GLE 350 4MATIC,"43,020 miles","28,800"
2016 BMW,X5,xDrive40e,"34,262 miles","34,100"
2018 Honda,Accord,EX-L,"10,836 miles","26,000"
2017 BMW,3 Series,328d xDrive,"48,053 miles","28,000"
2016 Ford,Escape,Titanium,"25,552 miles","19,200"
2018 Kia,Forte,LX,"19,290 miles","14,400"
2018 Nissan,Maxima,SV,"36,392 miles","20,500"
2018 Audi,A4,Premium Plus,"21,309 miles","28,800"
2018 Alfa Romeo,Stelvio,Sport,"8,887 miles","34,100"
2016 Acura,ILX,ILX,"32,146 miles","18,000"
2018 Honda,Civic,EX,"10,354 miles","19,900"
2018 Kia,Sedona,LX,"20,572 miles","24,800"
2017 Jeep,Grand Cherokee,Laredo E,"68,092 miles","20,100"
2017 Jaguar,XF,XF S,"19,307 miles","39,000"
2016 Kia,Sorento,LX,"36,377 miles","16,900"
2016 Audi,Q5,2.0T Premium,"40,166 miles","24,300"
2016 Audi,Q5,2.0T Premium,"28,423 miles","25,000"
2018 Kia,Optima,SX Turbo,837 miles,"26,500"
2016 Ford,Fusion,Titanium,"42,030 miles","16,300"
2017 BMW,3 Series,320i xDrive,"4,976 miles","26,300"
2018 Ford,Mustang,EcoBoost Premium,"36,201 miles","22,300"
2016 Buick,Enclave,Leather,"25,067 miles","27,100"
2016 INFINITI,QX60,3.5,"56,405 miles","23,500"
2018 Chevrolet,Impala,LT,"35,570 miles","17,600"
2016 Mercedes-Ben...,CLS-Class,CLS 550 4MATIC,"22,418 miles","43,900"
2018 Chevrolet,Malibu,LS,"3,919 miles","17,700"
2018 Honda,Civic,LX,"15,408 miles","17,900"
2016 Lexus,RX,RX 350,"20,630 miles","37,400"
2016 Toyota,Tundra CrewMax,SR5 5 1/2 ft,"31,582 miles","36,300"
2016 Cadillac,Escalade,Premium,"40,863 miles","49,600"
2018 Buick,Envision,Essence,"23,002 miles","23,600"
2018 Nissan,Maxima,SV,"38,499 miles","19,100"
2018 Kia,Sedona,LX,"16,187 miles","23,600"
2015 Lexus,NX,200t,"38,109 miles","24,200"
2016 Cadillac,SRX,Luxury Collection,"31,334 miles","25,100"
2016 Ford,Fusion,Titanium,"30,726 miles","17,100"
2018 Nissan,Frontier Crew Cab,SV 5 ft,"19,658 miles","22,500"
2018 Nissan,Frontier Crew Cab,SV 5 ft,"21,311 miles","23,300"
2015 Volkswagen,Jetta,1.8T SE,"32,615 miles","13,300"
2016 Kia,K900,Luxury,"13,995 miles","29,500"
2018 Ford,Mustang,EcoBoost,"21,669 miles","23,400"
2018 Audi,A4,Premium Plus,"21,194 miles","32,200"
2016 Chevrolet,Trax,LS,"21,957 miles","14,200"
2017 Nissan,Maxima,SL,"38,134 miles","21,800"
2016 Honda,Accord,EX-L,"22,660 miles","20,100"
2018 Chevrolet,Impala,LT,"32,872 miles","17,600"
2015 Chevrolet,Camaro,SS,"5,268 miles","29,900"
2018 Ford,Focus,Titanium,"12,997 miles","16,100"
2017 Chevrolet,Traverse,LT,"33,634 miles","22,300"
2014 Honda,CR-V,EX-L,"60,885 miles","17,200"
2018 Nissan,Sentra,SV,"15,246 miles","14,400"
2016 Nissan,Rogue,S,"29,191 miles","16,200"
2013 Nissan,Frontier Crew Cab,SV 5 ft,"85,190 miles","27,400"
2017 Chevrolet,Cruze,LT,"9,053 miles","15,500"
2018 Chevrolet,Impala,LT,"39,376 miles","18,300"
2017 Chevrolet,Volt,LT,"21,979 miles","17,500"
2018 Jeep,Renegade,Sport,"9,516 miles","19,300"
2018 Volkswagen,Tiguan,2.0T SE,"28,976 miles","18,900"
2016 Jeep,Wrangler,Unlimited Rubicon,"17,016 miles","34,900"
2017 Dodge,Journey,Crossroad,"21,854 miles","19,000"
2018 Nissan,Armada,Platinum,"6,287 miles","42,800"
2017 Nissan,Rogue,S,"43,714 miles","16,100"
2016 Lexus,ES,ES 350,"33,391 miles","23,500"
2018 Ford,Fiesta,SE,"3,345 miles","13,400"
2016 Chevrolet,Impala,LT,"36,323 miles","17,300"
2015 Honda,Accord,Sport,"47,122 miles","16,000"
2017 Chevrolet,Malibu,Premier,"2,221 miles","22,200"
2018 Ford,Fusion,SE,"14,522 miles","17,400"
2016 Mercedes-Ben...,E-Class,E 400 4MATIC,"35,073 miles","36,100"
2018 Nissan,Altima,2.5 SL,"35,863 miles","16,300"
2018 Dodge,Grand Caravan Pas...,SE,"41,556 miles","16,200"
2016 Hyundai,Genesis,3.8,"42,007 miles","22,300"
2017 Honda,Accord,EX-L,"13,252 miles","22,800"
2015 Mazda,MAZDA3,s Grand Touring,"20,902 miles","17,000"
2016 Cadillac,ATS,2.0L Turbo Luxury,"16,314 miles","22,200"
2017 Hyundai,Elantra,Limited,"21,194 miles","16,800"
2017 Buick,Enclave,Convenience,"25,589 miles","25,900"
2018 Buick,LaCrosse,Essence,"17,328 miles","20,900"
2014 Audi,A4,Premium Plus,"30,034 miles","19,400"
2016 Nissan,Altima,2.5 SL,"24,472 miles","17,600"
2016 Jeep,Cherokee,Latitude,"28,253 miles","19,800"
2018 Chevrolet,Trax,LT,"8,573 miles","18,800"
2017 Volkswagen,Tiguan Limited,2.0T,"9,160 miles","17,900"
2016 Lexus,CT,CT 200h,"19,926 miles","21,000"
2018 Chevrolet,Impala,LT,"32,833 miles","17,800"
2017 Dodge,Grand Caravan Pas...,GT,"56,330 miles","17,000"
2017 Dodge,Grand Caravan Pas...,GT,"46,513 miles","17,200"
2017 Chevrolet,Impala,LT,"48,411 miles","15,900"
2018 Kia,Optima,LX,"29,423 miles","15,800"
2016 Ford,Escape,Titanium,"39,693 miles","17,600"
2017 Honda,Accord,Sport SE,"31,467 miles","19,600"
2016 Toyota,RAV4,LE,"22,605 miles","18,700"
2017 Chevrolet,Malibu,Premier,"32,947 miles","19,000"
2013 Honda,CR-V,EX-L,"41,619 miles","16,600"
2016 Chevrolet,Trax,LTZ,"7,425 miles","18,300"
2017 Audi,A4,Premium,"25,078 miles","24,200"
2016 Audi,A6,2.0T Premium,"24,478 miles","23,500"
2018 BMW,M3,M3,"18,498 miles","56,700"
2017 Hyundai,Elantra,SE,"38,889 miles","13,300"
2015 Acura,MDX,SH-AWD,"57,555 miles","28,600"
2018 Hyundai,Tucson,Sport,"9,319 miles","21,500"
2016 BMW,5 Series,528i xDrive,"32,992 miles","26,500"
2016 Honda,CR-V,EX,"45,021 miles","18,000"
2016 Audi,Q3,Prestige,"42,941 miles","23,300"
2015 Audi,Q5,2.0T Premium,"43,493 miles","23,200"
2016 Toyota,RAV4,XLE,"26,325 miles","20,700"
2016 Audi,Q5,2.0T Premium,"25,155 miles","24,800"
2017 Chevrolet,Silverado 1500 Cr...,LT 6 1/2 ft,"14,065 miles","33,300"
2017 Hyundai,Elantra,SE,"17,431 miles","13,800"
2018 Hyundai,Accent,SE,"18,880 miles","13,500"
2016 Volkswagen,Tiguan,2.0T S 4Motion,"45,174 miles","14,900"
2017 Nissan,Sentra,SR,"22,525 miles","14,300"
2018 Kia,Rio,LX,"33,520 miles","12,500"
2012 Volkswagen,Golf,R,"74,520 miles","21,100"
2016 Acura,RDX,RDX,"36,037 miles","22,600"
2018 Volkswagen,Golf GTI,S Hatchback,"14,857 miles","23,400"
2018 Honda,Accord,LX,"12,548 miles","21,200"
2014 Toyota,Corolla,L,"49,689 miles","13,200"
2017 Ford,Escape,Titanium,"24,015 miles","20,100"
2018 Ford,Escape,SE,"30,929 miles","16,200"
2017 Honda,Civic,Touring,"41,592 miles","19,500"
2018 Lincoln,MKX,Reserve,"32,255 miles","29,900"
2018 Chevrolet,Tahoe,LT,"30,801 miles","41,300"
2016 Subaru,WRX,WRX Premium,"27,504 miles","25,600"
2018 Ford,Fusion,Titanium Hybrid,"44,439 miles","18,000"
2016 Nissan,Altima,2.5 SL,"31,774 miles","15,600"
2017 Hyundai,Sonata Hybrid,Limited,"66,561 miles","18,100"
2018 Nissan,Versa,SV,"15,671 miles","13,200"
2018 Chrysler,300,300 Touring,"2,031 miles","21,300"
2016 Honda,CR-V,LX,"28,017 miles","18,400"
2015 Chevrolet,Camaro,LT,"29,888 miles","21,200"
2016 Chevrolet,Cruze,LS,"11,467 miles","14,200"
2017 Jeep,Wrangler Unlimite...,Sahara,"7,384 miles","33,500"
2015 Toyota,Avalon,XLE Touring Hybrid,"67,446 miles","18,400"
2017 Chevrolet,Trax,LS,"10,825 miles","15,700"
2017 Honda,CR-V,LX,"25,600 miles","20,800"
2015 INFINITI,Q50,3.7,"27,824 miles","20,500"
2018 Ford,Mustang,EcoBoost,"32,185 miles","20,900"
2017 Buick,Envision,Preferred,"18,894 miles","20,700"
2018 Ford,Focus,SEL,"12,597 miles","15,200"
2015 Toyota,Camry,Hybrid SE,"70,649 miles","15,300"
2016 Toyota,Corolla,LE,"57,548 miles","13,300"
2018 Ford,Mustang,EcoBoost Premium,"28,173 miles","22,500"
2014 Audi,A5,Premium Plus,"49,288 miles","20,400"
2016 Chevrolet,Traverse,LS,"35,492 miles","18,800"
2016 Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,"44,498 miles","33,100"
2018 Nissan,Murano,SV,"36,473 miles","22,900"
2017 Nissan,Maxima,SV,"39,793 miles","19,800"
2017 Jeep,Grand Cherokee,Overland,"23,176 miles","32,300"
2016 Lexus,IS,IS 200t,"36,237 miles","21,500"
2015 Audi,Q5,2.0T Premium,"29,109 miles","24,400"
2016 Lincoln,MKZ,MKZ,"35,872 miles","18,600"
2017 Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,"22,552 miles","29,800"
2018 Kia,Sedona,Limited,"2,023 miles","35,300"
2016 Honda,Civic,LX,"24,701 miles","15,900"
2018 Ford,Taurus,SEL,"14,001 miles","19,200"
2017 Ram,1500 Crew Cab,SLT 5 1/2 ft,"27,001 miles","25,800"
2016 Toyota,Camry,SE,"26,928 miles","16,300"
2016 Honda,Civic,EX-T,"34,090 miles","17,600"
2017 Volkswagen,Tiguan,2.0T Sport 4Motion,"44,786 miles","18,000"
2016 Chevrolet,Spark EV,2LT,"37,873 miles","11,200"
2017 Buick,Encore,Sport Touring,"13,795 miles","17,500"
2017 Nissan,Sentra,SV,"31,238 miles","13,400"
2016 Chevrolet,Equinox,LT,"55,771 miles","17,000"
2016 Jeep,Wrangler,Unlimited Sahara,"39,603 miles","28,900"
2018 GMC,Yukon,SLT,"33,412 miles","42,900"
2018 Chevrolet,Camaro,LT,"12,750 miles","25,100"
2013 Honda,Civic,Si,"17,716 miles","19,200"
2018 Chevrolet,Sonic,LT,"10,176 miles","14,600"
2016 Audi,Q3,Premium Plus,"34,984 miles","24,100"
2018 Kia,Soul,+,"12,748 miles","16,200"
2016 Lexus,RX,RX 350,"31,201 miles","31,000"
2018 Chevrolet,Sonic,LT,"4,455 miles","15,000"
2018 Hyundai,Elantra,SE,"12,710 miles","15,100"
2017 Honda,Civic,LX,"20,936 miles","16,500"
2017 Ford,Fiesta,SE,"13,403 miles","12,500"
2016 Dodge,Journey,R/T,"26,405 miles","17,600"
2018 Ford,Mustang,EcoBoost Premium,"44,038 miles","21,900"
2017 Audi,A4,Premium,"40,669 miles","25,200"
2014 Mercedes-Ben...,E-Class,E 350,"60,168 miles","22,100"
2016 Chevrolet,Camaro,SS,"11,364 miles","30,800"
2018 Chevrolet,Impala,LT,"37,659 miles","17,200"
2018 Nissan,Altima,2.5 SL,"43,660 miles","15,400"
2016 Chevrolet,Silverado 2500 HD...,LTZ 6 1/2 ft,"24,083 miles","49,600"
2017 Hyundai,Sonata,Sport,"16,800 miles","16,800"
2015 Nissan,Rogue Select,S,"25,446 miles","14,700"
2017 Kia,Forte,LX,"10,009 miles","13,500"
2017 Hyundai,Santa Fe Sport,Santa Fe Sport,"15,530 miles","18,100"
2018 Hyundai,Elantra,SEL,"21,703 miles","14,700"
2018 Buick,Encore,Preferred,"8,393 miles","19,200"
2017 Dodge,Grand Caravan Pas...,GT,"43,010 miles","17,200"
2017 Dodge,Journey,SXT,"25,862 miles","17,100"
2016 Volkswagen,Jetta,1.4T S,"13,138 miles","13,900"
2018 Hyundai,Elantra,SEL,"35,633 miles","14,100"
2016 Volkswagen,Golf,TSI S Hatchback,"25,615 miles","15,400"
2016 BMW,5 Series,550i xDrive,"45,903 miles","31,500"
2017 Dodge,Durango,SXT,"13,351 miles","25,900"
2016 Dodge,Journey,R/T,"27,545 miles","18,000"
2016 GMC,Terrain,SLE-1,"40,063 miles","17,300"
2017 Chevrolet,Colorado Crew Cab,LT 5 ft,"16,510 miles","27,800"
2016 INFINITI,QX60,3.5,"51,195 miles","24,700"
2017 Hyundai,Elantra,SE Value Edition,"13,295 miles","15,700"
2018 Nissan,Versa,SV,"38,408 miles","12,400"
2016 Lexus,IS,IS 200t,"41,059 miles","20,800"
2017 Acura,RDX,RDX,"43,868 miles","23,800"
2016 Toyota,Tacoma Double Cab,SR5 5 ft,"17,143 miles","28,200"
2016 Mercedes-Ben...,GLA,GLA 250 4MATIC,"27,736 miles","23,200"
2016 Toyota,Camry,SE,"34,246 miles","16,300"
2017 Hyundai,Elantra,Limited,"29,094 miles","15,300"
2016 BMW,3 Series,328i,"40,643 miles","21,200"
2018 Nissan,Sentra,S,"17,943 miles","14,400"
2016 Cadillac,ATS,2.0L Turbo Standard,"13,655 miles","21,300"
2018 Chevrolet,Impala,LT,"31,854 miles","17,200"
